* This is the BiomeMobWeight report file that is output every time the server starts.
* 
* Spawn Balance Utility (SBU) will use this file ONLY if it is renamed to BiomeMobWeight.csv.
* Lines starting with '*' are comments and ignored
* When this file is read, SBU writes summary information to the log file.
* 
1, ocean, alexscaves:abyssal_chasm, MONSTER, alexscaves:deep_one_mage, 5, 1, 1
19550, jungle, biomesoplenty:rainforest, BUTTERFLY_SPAWNS, butterflies:longwing_egg, 80, 1, 4
19551, jungle, biomesoplenty:rainforest, BUTTERFLY_SPAWNS, butterflies:peacock-pansy-wet, 80, 1, 4
19552, jungle, biomesoplenty:rainforest, BUTTERFLY_SPAWNS, butterflies:carpet, 80, 1, 4
19553, jungle, biomesoplenty:rainforest, BUTTERFLY_SPAWNS, butterflies:carpet_caterpillar, 80, 1, 4
19554, jungle, biomesoplenty:rainforest, BUTTERFLY_SPAWNS, butterflies:carpet_chrysalis, 80, 1, 4
19555, jungle, biomesoplenty:rainforest, BUTTERFLY_SPAWNS, butterflies:carpet_egg, 80, 1, 4
19556, jungle, biomesoplenty:rainforest, rascals, friendsandfoes:rascal, 5, 1, 1
19557, jungle, regions_unexplored:rainforest, MONSTER, minecraft:ocelot, 5, 1, 1
19558, jungle, regions_unexplored:rainforest, MONSTER, minecraft:spider, 80, 4, 4
19559, jungle, regions_unexplored:rainforest, MONSTER, minecraft:zombie, 80, 4, 4
19560, jungle, regions_unexplored:rainforest, MONSTER, minecraft:zombie_villager, 5, 1, 1
19561, jungle, regions_unexplored:rainforest, MONSTER, minecraft:skeleton, 80, 4, 4
19562, jungle, regions_unexplored:rainforest, MONSTER, minecraft:slime, 80, 4, 4
19563, jungle, regions_unexplored:rainforest, MONSTER, minecraft:enderman, 5, 1, 4
19564, jungle, regions_unexplored:rainforest, MONSTER, minecraft:witch, 5, 1, 1
19565, jungle, regions_unexplored:rainforest, MONSTER, grimoireofgaia:arachne, 80, 1, 2
19566, jungle, regions_unexplored:rainforest, MONSTER, species:bewereager, 30, 1, 2
19567, jungle, regions_unexplored:rainforest, MONSTER, grimoireofgaia:bone_knight, 40, 1, 2
19568, jungle, regions_unexplored:rainforest, MONSTER, species:cliff_hanger, 20, 1, 1
19569, jungle, regions_unexplored:rainforest, MONSTER, grimoireofgaia:cobble_golem, 60, 2, 4
19570, jungle, regions_unexplored:rainforest, MONSTER, grimoireofgaia:cobblestone_golem, 60, 2, 4
19571, jungle, regions_unexplored:rainforest, MONSTER, grimoireofgaia:creep, 80, 2, 4
19572, jungle, regions_unexplored:rainforest, MONSTER, grimoireofgaia:deathword, 40, 1, 2
19573, jungle, regions_unexplored:rainforest, MONSTER, grimoireofgaia:ender_eye, 40, 2, 4
19574, jungle, regions_unexplored:rainforest, MONSTER, grimoireofgaia:flesh_lich, 40, 1, 2
19575, jungle, regions_unexplored:rainforest, MONSTER, species:ghoul, 15, 1, 1
19576, jungle, regions_unexplored:rainforest, MONSTER, grimoireofgaia:hunter, 60, 2, 4
19577, jungle, regions_unexplored:rainforest, MONSTER, species:limpet, 80, 1, 1
19578, jungle, regions_unexplored:rainforest, MONSTER, grimoireofgaia:mimic, 40, 1, 1
19579, jungle, regions_unexplored:rainforest, MONSTER, species:quake, 20, 1, 1
19580, jungle, regions_unexplored:rainforest, MONSTER, grimoireofgaia:shaman, 60, 2, 4
19581, jungle, regions_unexplored:rainforest, MONSTER, species:wicked, 40, 1, 3
19582, jungle, regions_unexplored:rainforest, MONSTER, alexsmobs:centipede_head, 8, 1, 1
19583, jungle, regions_unexplored:rainforest, MONSTER, alexsmobs:farseer, 30, 1, 1
19584, jungle, regions_unexplored:rainforest, MONSTER, alexsmobs:murmur, 5, 1, 1
19585, jungle, regions_unexplored:rainforest, MONSTER, creeperoverhaul:bamboo_creeper, 75, 2, 2
19586, jungle, regions_unexplored:rainforest, MONSTER, quark:toretoise, 40, 1, 3
19587, jungle, regions_unexplored:rainforest, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
19588, jungle, regions_unexplored:rainforest, MONSTER, creeperoverhaul:jungle_creeper, 75, 2, 2
19589, jungle, regions_unexplored:rainforest, MONSTER, mowziesmobs:foliaath, 70, 1, 4
19590, jungle, regions_unexplored:rainforest, MONSTER, mowziesmobs:grottol, 5, 1, 1
19591, jungle, regions_unexplored:rainforest, MONSTER, more_critters:shriekbat, 5, 1, 1
19592, jungle, regions_unexplored:rainforest, MONSTER, enlightened_end:void_leviathan, 10, 1, 1
19593, jungle, regions_unexplored:rainforest, CREATURE, minecraft:parrot, 20, 1, 2
19594, jungle, regions_unexplored:rainforest, CREATURE, exoticbirds:budgerigar, 10, 2, 5
19595, jungle, regions_unexplored:rainforest, CREATURE, exoticbirds:cassowary, 5, 2, 5
19596, jungle, regions_unexplored:rainforest, CREATURE, exoticbirds:cockatoo, 8, 2, 5
19597, jungle, regions_unexplored:rainforest, CREATURE, exoticbirds:gouldianfinch, 5, 2, 5
19598, jungle, regions_unexplored:rainforest, CREATURE, exoticbirds:hummingbird, 20, 2, 5
19599, jungle, regions_unexplored:rainforest, CREATURE, crittersandcompanions:red_panda, 8, 1, 2
19600, jungle, regions_unexplored:rainforest, CREATURE, crittersandcompanions:jumping_spider, 5, 1, 1
19601, jungle, regions_unexplored:rainforest, CREATURE, exoticbirds:kiwi, 8, 2, 5
19602, jungle, regions_unexplored:rainforest, CREATURE, exoticbirds:lyrebird, 8, 2, 5
19603, jungle, regions_unexplored:rainforest, CREATURE, exoticbirds:macaw, 6, 2, 5
19604, jungle, regions_unexplored:rainforest, CREATURE, exoticbirds:peafowl, 6, 2, 5
19605, jungle, regions_unexplored:rainforest, CREATURE, exoticbirds:pelican, 6, 2, 5
19606, jungle, regions_unexplored:rainforest, CREATURE, exoticbirds:pigeon, 12, 2, 5
19607, jungle, regions_unexplored:rainforest, CREATURE, exoticbirds:toucan, 6, 2, 5
19608, jungle, regions_unexplored:rainforest, CREATURE, alexsmobs:hummingbird, 19, 7, 7
19609, jungle, regions_unexplored:rainforest, CREATURE, alexsmobs:gorilla, 25, 7, 7
19610, jungle, regions_unexplored:rainforest, CREATURE, alexsmobs:capuchin_monkey, 28, 9, 16
19611, jungle, regions_unexplored:rainforest, CREATURE, alexsmobs:toucan, 23, 5, 5
19612, jungle, regions_unexplored:rainforest, CREATURE, alexsmobs:anteater, 7, 1, 3
19613, jungle, regions_unexplored:rainforest, CREATURE, ambientadditions:aye_aye, 35, 1, 2
19614, jungle, regions_unexplored:rainforest, CREATURE, ambientadditions:blunthead_tree_snake, 25, 1, 1
19615, jungle, regions_unexplored:rainforest, CREATURE, ars_nouveau:drygmy, 5, 1, 2
19616, jungle, regions_unexplored:rainforest, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
19617, jungle, regions_unexplored:rainforest, CREATURE, ambientadditions:iiwi, 35, 2, 3
19618, jungle, regions_unexplored:rainforest, CREATURE, ambientadditions:moustached_tamarin, 30, 3, 5
19619, jungle, regions_unexplored:rainforest, CREATURE, ambientadditions:pancake_slug, 35, 1, 2
19620, jungle, regions_unexplored:rainforest, CREATURE, ambientadditions:pinocchio_anole, 35, 1, 1
19621, jungle, regions_unexplored:rainforest, CREATURE, ambientadditions:ring_tailed_lemur, 30, 4, 8
19622, jungle, regions_unexplored:rainforest, CREATURE, ambientadditions:siamang_gibbon, 30, 3, 6
19623, jungle, regions_unexplored:rainforest, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
19624, jungle, regions_unexplored:rainforest, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
19625, jungle, regions_unexplored:rainforest, CREATURE, ambientadditions:white_fruit_bat, 30, 3, 3
19626, jungle, regions_unexplored:rainforest, AMBIENT, minecraft:bat, 10, 8, 8
19627, jungle, regions_unexplored:rainforest, AMBIENT, crittersandcompanions:leaf_insect, 14, 1, 1
19628, jungle, regions_unexplored:rainforest, AMBIENT, alexsmobs:fly, 5, 2, 3
19629, jungle, regions_unexplored:rainforest, AMBIENT, alexsmobs:cockroach, 5, 5, 5
19630, jungle, regions_unexplored:rainforest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
19631, jungle, regions_unexplored:rainforest, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
19632, jungle, regions_unexplored:rainforest, WATER_CREATURE, unusualfishmod:deep_crawler, 30, 1, 2
19633, jungle, regions_unexplored:rainforest, WATER_CREATURE, unusualfishmod:freshwater_mantis, 10, 1, 2
19634, jungle, regions_unexplored:rainforest, WATER_CREATURE, unusualfishmod:shockcat, 20, 1, 2
19635, jungle, regions_unexplored:rainforest, WATER_CREATURE, unusualfishmod:jungleshark, 20, 1, 1
19636, jungle, regions_unexplored:rainforest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
19637, jungle, regions_unexplored:rainforest, WATER_AMBIENT, unusualfishmod:blindsailfin, 30, 1, 1
19638, jungle, regions_unexplored:rainforest, WATER_AMBIENT, fintastic:arapaima, 5, 1, 2
19639, jungle, regions_unexplored:rainforest, WATER_AMBIENT, fintastic:catfish, 6, 1, 2
19640, jungle, regions_unexplored:rainforest, WATER_AMBIENT, fintastic:guppy, 7, 4, 10
19641, jungle, regions_unexplored:rainforest, WATER_AMBIENT, fintastic:minnow, 7, 3, 8
19642, jungle, regions_unexplored:rainforest, WATER_AMBIENT, fintastic:pleco, 5, 1, 2
19643, jungle, regions_unexplored:rainforest, WATER_AMBIENT, unusualfishmod:eyelash, 20, 2, 6
19644, jungle, regions_unexplored:rainforest, WATER_AMBIENT, unusualfishmod:hatchet_fish, 30, 1, 4
19645, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:admiral, 80, 1, 4
19646, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:admiral_caterpillar, 80, 1, 4
19647, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:admiral_chrysalis, 80, 1, 4
19648, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:admiral_egg, 80, 1, 4
19649, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:bluemoon, 80, 1, 4
19650, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:bluemoon_caterpillar, 80, 1, 4
19651, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:bluemoon_chrysalis, 80, 1, 4
19652, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:bluemoon_egg, 80, 1, 4
19653, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:christmas, 80, 1, 4
19654, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:christmas_caterpillar, 80, 1, 4
19655, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:christmas_chrysalis, 80, 1, 4
19656, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:christmas_egg, 80, 1, 4
19657, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:commander, 80, 1, 4
19658, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:commander_caterpillar, 80, 1, 4
19659, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:commander_chrysalis, 80, 1, 4
19660, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:commander_egg, 80, 1, 4
19661, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:common-crow, 80, 1, 4
19662, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:common-crow_caterpillar, 80, 1, 4
19663, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:common-crow_chrysalis, 80, 1, 4
19664, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:common-crow_egg, 80, 1, 4
19665, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:common, 80, 1, 4
19666, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:common_caterpillar, 80, 1, 4
19667, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:common_chrysalis, 80, 1, 4
19668, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:common_egg, 80, 1, 4
19669, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:commonbirdwing, 20, 1, 2
19670, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:commonbirdwing_caterpillar, 20, 1, 2
19671, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:commonbirdwing_chrysalis, 20, 1, 2
19672, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:commonbirdwing_egg, 20, 1, 2
19673, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:emperor, 80, 1, 4
19674, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:emperor_caterpillar, 80, 1, 4
19675, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:emperor_chrysalis, 80, 1, 4
19676, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:emperor_egg, 80, 1, 4
19677, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:forester, 20, 1, 2
19678, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:forester_caterpillar, 20, 1, 2
19679, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:forester_chrysalis, 20, 1, 2
19680, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:forester_egg, 20, 1, 2
19681, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:green-skirt-baron, 50, 1, 3
19682, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:green-skirt-baron_caterpillar, 50, 1, 3
19683, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:green-skirt-baron_chrysalis, 50, 1, 3
19684, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:green-skirt-baron_egg, 50, 1, 3
19685, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:hairstreak, 80, 1, 4
19686, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:hairstreak_caterpillar, 80, 1, 4
19687, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:hairstreak_chrysalis, 80, 1, 4
19688, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:hairstreak_egg, 80, 1, 4
19689, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:peacock, 80, 1, 4
19690, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:peacock_caterpillar, 80, 1, 4
19691, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:peacock_chrysalis, 80, 1, 4
19692, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:peacock_egg, 80, 1, 4
19693, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:rainbow, 50, 1, 3
19694, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:rainbow_caterpillar, 50, 1, 3
19695, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:rainbow_chrysalis, 50, 1, 3
19696, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:rainbow_egg, 50, 1, 3
19697, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:bluemoonmale, 80, 1, 4
19698, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:atlas, 20, 1, 2
19699, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:atlas_caterpillar, 20, 1, 2
19700, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:atlas_chrysalis, 20, 1, 2
19701, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:atlas_egg, 20, 1, 2
19702, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:codling, 80, 1, 4
19703, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:codling_caterpillar, 80, 1, 4
19704, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:codling_chrysalis, 80, 1, 4
19705, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:codling_egg, 80, 1, 4
19706, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:luna, 50, 1, 3
19707, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:luna_caterpillar, 50, 1, 3
19708, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:luna_chrysalis, 50, 1, 3
19709, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:luna_egg, 50, 1, 3
19710, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:oak-silk, 80, 1, 4
19711, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:oak-silk_caterpillar, 80, 1, 4
19712, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:oak-silk_chrysalis, 80, 1, 4
19713, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:oak-silk_egg, 80, 1, 4
19714, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:peppered, 80, 1, 4
19715, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:peppered_caterpillar, 80, 1, 4
19716, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:peppered_chrysalis, 80, 1, 4
19717, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:peppered_egg, 80, 1, 4
19718, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:spongy, 80, 1, 4
19719, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:spongy_caterpillar, 80, 1, 4
19720, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:spongy_chrysalis, 80, 1, 4
19721, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:spongy_egg, 80, 1, 4
19722, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:spongymale, 80, 1, 4
19723, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clipper, 20, 1, 2
19724, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clipper_caterpillar, 20, 1, 2
19725, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clipper_chrysalis, 20, 1, 2
19726, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clipper_egg, 20, 1, 2
19727, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clipperblack, 20, 1, 2
19728, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clipperblack_caterpillar, 20, 1, 2
19729, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clipperblack_chrysalis, 20, 1, 2
19730, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clipperblack_egg, 20, 1, 2
19731, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clipperblue, 20, 1, 2
19732, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clipperblue_caterpillar, 20, 1, 2
19733, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clipperblue_chrysalis, 20, 1, 2
19734, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clipperblue_egg, 20, 1, 2
19735, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clipperbrown, 20, 1, 2
19736, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clipperbrown_caterpillar, 20, 1, 2
19737, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clipperbrown_chrysalis, 20, 1, 2
19738, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clipperbrown_egg, 20, 1, 2
19739, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clippercyan, 20, 1, 2
19740, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clippercyan_caterpillar, 20, 1, 2
19741, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clippercyan_chrysalis, 20, 1, 2
19742, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clippercyan_egg, 20, 1, 2
19743, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clippergray, 20, 1, 2
19744, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clippergray_caterpillar, 20, 1, 2
19745, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clippergray_chrysalis, 20, 1, 2
19746, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clippergray_egg, 20, 1, 2
19747, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clippergreen, 20, 1, 2
19748, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clippergreen_caterpillar, 20, 1, 2
19749, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clippergreen_chrysalis, 20, 1, 2
19750, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clippergreen_egg, 20, 1, 2
19751, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clipperlightgray, 20, 1, 2
19752, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clipperlightgray_caterpillar, 20, 1, 2
19753, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clipperlightgray_chrysalis, 20, 1, 2
19754, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clipperlightgray_egg, 20, 1, 2
19755, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clipperlime, 20, 1, 2
19756, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clipperlime_caterpillar, 20, 1, 2
19757, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clipperlime_chrysalis, 20, 1, 2
19758, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clipperlime_egg, 20, 1, 2
19759, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clippermagenta, 20, 1, 2
19760, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clippermagenta_caterpillar, 20, 1, 2
19761, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clippermagenta_chrysalis, 20, 1, 2
19762, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clippermagenta_egg, 20, 1, 2
19763, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clipperorange, 20, 1, 2
19764, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clipperorange_caterpillar, 20, 1, 2
19765, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clipperorange_chrysalis, 20, 1, 2
19766, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clipperorange_egg, 20, 1, 2
19767, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clipperpink, 20, 1, 2
19768, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clipperpink_caterpillar, 20, 1, 2
19769, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clipperpink_chrysalis, 20, 1, 2
19770, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clipperpink_egg, 20, 1, 2
19771, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clipperpurple, 20, 1, 2
19772, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clipperpurple_caterpillar, 20, 1, 2
19773, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clipperpurple_chrysalis, 20, 1, 2
19774, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clipperpurple_egg, 20, 1, 2
19775, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clipperred, 20, 1, 2
19776, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clipperred_caterpillar, 20, 1, 2
19777, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clipperred_chrysalis, 20, 1, 2
19778, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clipperred_egg, 20, 1, 2
19779, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clipperwhite, 20, 1, 2
19780, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clipperwhite_caterpillar, 20, 1, 2
19781, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clipperwhite_chrysalis, 20, 1, 2
19782, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clipperwhite_egg, 20, 1, 2
19783, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clipperyellow, 20, 1, 2
19784, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clipperyellow_caterpillar, 20, 1, 2
19785, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clipperyellow_chrysalis, 20, 1, 2
19786, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:clipperyellow_egg, 20, 1, 2
19787, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:glasswing, 50, 1, 3
19788, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:glasswing_caterpillar, 50, 1, 3
19789, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:glasswing_chrysalis, 50, 1, 3
19790, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:glasswing_egg, 50, 1, 3
19791, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:morpho, 20, 1, 2
19792, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:morpho_caterpillar, 20, 1, 2
19793, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:morpho_chrysalis, 20, 1, 2
19794, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:morpho_egg, 20, 1, 2
19795, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:indianmeal, 80, 1, 4
19796, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:indianmeal_caterpillar, 80, 1, 4
19797, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:indianmeal_chrysalis, 80, 1, 4
19798, jungle, regions_unexplored:rainforest, BUTTERFLY_SPAWNS, butterflies:indianmeal_egg, 80, 1, 4
19799, jungle, regions_unexplored:rainforest, rascals, friendsandfoes:rascal, 5, 1, 1
19800, forest, atmospheric:rainforest_basin, MONSTER, minecraft:spider, 80, 4, 4
